ResponseID,question,response
R_1HqMZJPNscj7b12,Q2,4.4
R_1HqMZJPNscj7b12,Q3,3.2
R_1HqMZJPNscj7b12,Q4,4
R_1HqMZJPNscj7b12,Q5,4.8
R_1HqMZJPNscj7b12,Q6,1.4
R_1HqMZJPNscj7b12,Q7,4.2
R_1HqMZJPNscj7b12,NotReady_TMN,3
R_1HqMZJPNscj7b12,Strongeer,4.714285714
R_1HqMZJPNscj7b12,YouDont_om,3.142857143
R_1HqMZJPNscj7b12,KeepYa_HU,4.857142857
R_1HqMZJPNscj7b12,Venom,4.428571429
R_3p9K5yghA2pYcCN,age,2
R_3p9K5yghA2pYcCN,gender,1
R_3p9K5yghA2pYcCN,whereareyoufrom,1
R_3p9K5yghA2pYcCN,timelisteningtomusic,3
R_3p9K5yghA2pYcCN,genderrep,5
R_3p9K5yghA2pYcCN,idealgenderrep,6
R_3p9K5yghA2pYcCN,menrep,2
R_3p9K5yghA2pYcCN,womenrep,2
R_3p9K5yghA2pYcCN,lyrics,6
R_3p9K5yghA2pYcCN,misogynistlyrics,5
R_3p9K5yghA2pYcCN,feministlyrics,5
R_3p9K5yghA2pYcCN,genderrepimportant,4
R_3p9K5yghA2pYcCN,politicallyrics,3
R_3p9K5yghA2pYcCN,FemNeu,1
R_3p9K5yghA2pYcCN,Q1,5.4
R_3p9K5yghA2pYcCN,Q2,5.6
R_3p9K5yghA2pYcCN,Q3,4.6
R_3p9K5yghA2pYcCN,Q4,4
R_3p9K5yghA2pYcCN,Q5,5.2
R_3p9K5yghA2pYcCN,Q6,6
R_3p9K5yghA2pYcCN,Q7,5.4
R_3p9K5yghA2pYcCN,The_man,4.428571429
R_3p9K5yghA2pYcCN,Strongeer,4.428571429
R_3p9K5yghA2pYcCN,Ladies_first,4.857142857
R_3p9K5yghA2pYcCN,Grown_woman,4.857142857
R_3p9K5yghA2pYcCN,Venom,4.428571429
R_1dhuBwBdthkvsf7,age,2
R_1dhuBwBdthkvsf7,gender,0
R_1dhuBwBdthkvsf7,whereareyoufrom,1
R_1dhuBwBdthkvsf7,timelisteningtomusic,3
R_1dhuBwBdthkvsf7,genderrep,3
R_1dhuBwBdthkvsf7,idealgenderrep,6
R_1dhuBwBdthkvsf7,menrep,1
R_1dhuBwBdthkvsf7,womenrep,6
R_1dhuBwBdthkvsf7,lyrics,7
R_1dhuBwBdthkvsf7,misogynistlyrics,7
R_1dhuBwBdthkvsf7,feministlyrics,7
R_1dhuBwBdthkvsf7,genderrepimportant,5
R_1dhuBwBdthkvsf7,politicallyrics,2
R_1dhuBwBdthkvsf7,FemNeu,0
R_1dhuBwBdthkvsf7,Q1,3.2
R_1dhuBwBdthkvsf7,Q2,4.6
R_1dhuBwBdthkvsf7,Q3,4.4
R_1dhuBwBdthkvsf7,Q4,3.8
R_1dhuBwBdthkvsf7,Q5,4.6
R_1dhuBwBdthkvsf7,Q6,2.2
R_1dhuBwBdthkvsf7,Q7,2.6
R_1dhuBwBdthkvsf7,TheLucky_one,5.142857143
R_1dhuBwBdthkvsf7,WideOpen_spaces,3
R_1dhuBwBdthkvsf7,ThePartys_over,3.857142857
R_1dhuBwBdthkvsf7,Detrim_stable,3.142857143
R_1dhuBwBdthkvsf7,Introvert,3
R_1r60Ay98safzugX,age,2
R_1r60Ay98safzugX,gender,0
R_1r60Ay98safzugX,whereareyoufrom,1
R_1r60Ay98safzugX,timelisteningtomusic,3
R_1r60Ay98safzugX,genderrep,2
R_1r60Ay98safzugX,idealgenderrep,7
R_1r60Ay98safzugX,menrep,2
R_1r60Ay98safzugX,womenrep,4
R_1r60Ay98safzugX,lyrics,6
R_1r60Ay98safzugX,misogynistlyrics,7
R_1r60Ay98safzugX,feministlyrics,7
R_1r60Ay98safzugX,genderrepimportant,6
R_1r60Ay98safzugX,politicallyrics,5
R_1r60Ay98safzugX,FemNeu,1
R_1r60Ay98safzugX,Q1,4.8
R_1r60Ay98safzugX,Q2,3.6
R_1r60Ay98safzugX,Q3,4.2
R_1r60Ay98safzugX,Q4,3.6
R_1r60Ay98safzugX,Q5,4.4
R_1r60Ay98safzugX,Q6,2.6
R_1r60Ay98safzugX,Q7,5.2
R_1r60Ay98safzugX,The_man,3.428571429
R_1r60Ay98safzugX,Roar,5.285714286
R_1r60Ay98safzugX,NotReady_TMN,3.142857143
R_1r60Ay98safzugX,Strongeer,4.714285714
R_1r60Ay98safzugX,Grown_woman,3.714285714
R_Uno4doSgPcEgQ9P,age,2
R_Uno4doSgPcEgQ9P,gender,0
R_Uno4doSgPcEgQ9P,whereareyoufrom,4
R_Uno4doSgPcEgQ9P,timelisteningtomusic,2
R_Uno4doSgPcEgQ9P,genderrep,5
R_Uno4doSgPcEgQ9P,idealgenderrep,7
R_Uno4doSgPcEgQ9P,menrep,2
R_Uno4doSgPcEgQ9P,womenrep,4
R_Uno4doSgPcEgQ9P,lyrics,5
R_Uno4doSgPcEgQ9P,misogynistlyrics,3
R_Uno4doSgPcEgQ9P,feministlyrics,6
R_Uno4doSgPcEgQ9P,genderrepimportant,6
R_Uno4doSgPcEgQ9P,politicallyrics,2
R_Uno4doSgPcEgQ9P,FemNeu,0
R_Uno4doSgPcEgQ9P,Q1,4.8
R_Uno4doSgPcEgQ9P,Q2,4.8
R_Uno4doSgPcEgQ9P,Q3,4.6
R_Uno4doSgPcEgQ9P,Q4,3.2
R_Uno4doSgPcEgQ9P,Q5,4
R_Uno4doSgPcEgQ9P,Q6,2.8
R_Uno4doSgPcEgQ9P,Q7,3.4
R_Uno4doSgPcEgQ9P,LastFriday_night,3.428571429
R_Uno4doSgPcEgQ9P,Work_bitch,3.428571429
R_Uno4doSgPcEgQ9P,Rainbow,4
R_Uno4doSgPcEgQ9P,Schoolin_life,4.714285714
R_Uno4doSgPcEgQ9P,Introvert,4.142857143
R_0OldOYz5cvdKU2l,age,2
R_0OldOYz5cvdKU2l,gender,0
R_0OldOYz5cvdKU2l,whereareyoufrom,1
R_0OldOYz5cvdKU2l,timelisteningtomusic,3
R_0OldOYz5cvdKU2l,genderrep,3
R_0OldOYz5cvdKU2l,idealgenderrep,6
R_0OldOYz5cvdKU2l,menrep,2
R_0OldOYz5cvdKU2l,womenrep,2
R_0OldOYz5cvdKU2l,lyrics,5
R_0OldOYz5cvdKU2l,misogynistlyrics,5
R_0OldOYz5cvdKU2l,feministlyrics,3
R_0OldOYz5cvdKU2l,genderrepimportant,5
R_0OldOYz5cvdKU2l,politicallyrics,5
R_0OldOYz5cvdKU2l,FemNeu,0
R_0OldOYz5cvdKU2l,Q1,4.8
R_0OldOYz5cvdKU2l,Q2,4.6
R_0OldOYz5cvdKU2l,Q3,4.4
R_0OldOYz5cvdKU2l,Q4,3.8
R_0OldOYz5cvdKU2l,Q5,3.8
R_0OldOYz5cvdKU2l,Q6,6
R_0OldOYz5cvdKU2l,Q7,4.8
R_0OldOYz5cvdKU2l,TheLucky_one,4.142857143
R_0OldOYz5cvdKU2l,WideOpen_spaces,5
R_0OldOYz5cvdKU2l,ThePartys_over,4.142857143
R_0OldOYz5cvdKU2l,Detrim_stable,3.142857143
R_0OldOYz5cvdKU2l,Ghetto_gospel,3.714285714
R_OcJcyLXlqPYJXzj,age,2
R_OcJcyLXlqPYJXzj,gender,0
R_OcJcyLXlqPYJXzj,whereareyoufrom,2
R_OcJcyLXlqPYJXzj,timelisteningtomusic,2
R_OcJcyLXlqPYJXzj,genderrep,6
R_OcJcyLXlqPYJXzj,idealgenderrep,6
R_OcJcyLXlqPYJXzj,menrep,1
R_OcJcyLXlqPYJXzj,womenrep,1
R_OcJcyLXlqPYJXzj,lyrics,1
R_OcJcyLXlqPYJXzj,misogynistlyrics,7
R_OcJcyLXlqPYJXzj,feministlyrics,1
R_OcJcyLXlqPYJXzj,genderrepimportant,1
R_OcJcyLXlqPYJXzj,politicallyrics,1
R_OcJcyLXlqPYJXzj,Q1,5.2
R_OcJcyLXlqPYJXzj,Q2,3.4
R_OcJcyLXlqPYJXzj,Q3,4.4
R_OcJcyLXlqPYJXzj,Q4,4.6
R_OcJcyLXlqPYJXzj,Q5,5
R_OcJcyLXlqPYJXzj,Q6,6
R_OcJcyLXlqPYJXzj,Q7,4.8
R_OcJcyLXlqPYJXzj,YouDont_om,6.142857143
R_OcJcyLXlqPYJXzj,Ladies_first,3.714285714
R_OcJcyLXlqPYJXzj,GoodOl_BC,3.571428571
R_OcJcyLXlqPYJXzj,KeepYa_HU,5.571428571
R_OcJcyLXlqPYJXzj,Venom,2
R_PzENd3ulFkDeGat,age,2
R_PzENd3ulFkDeGat,gender,0
R_PzENd3ulFkDeGat,whereareyoufrom,1
R_PzENd3ulFkDeGat,timelisteningtomusic,3
R_PzENd3ulFkDeGat,genderrep,6
R_PzENd3ulFkDeGat,idealgenderrep,5
R_PzENd3ulFkDeGat,menrep,4
R_PzENd3ulFkDeGat,womenrep,4
R_PzENd3ulFkDeGat,lyrics,6
R_PzENd3ulFkDeGat,misogynistlyrics,5
R_PzENd3ulFkDeGat,feministlyrics,5
R_PzENd3ulFkDeGat,genderrepimportant,1
R_PzENd3ulFkDeGat,politicallyrics,2
R_PzENd3ulFkDeGat,FemNeu,1
R_PzENd3ulFkDeGat,Q1,2.8
R_PzENd3ulFkDeGat,Q2,2
R_PzENd3ulFkDeGat,Q3,2.2
R_PzENd3ulFkDeGat,Q4,2
R_PzENd3ulFkDeGat,Q5,2.2
R_PzENd3ulFkDeGat,Q6,3.6
R_PzENd3ulFkDeGat,Q7,2.6
R_PzENd3ulFkDeGat,Roar,2.571428571
R_PzENd3ulFkDeGat,NotReady_TMN,2.142857143
R_PzENd3ulFkDeGat,Ladies_first,3.142857143
R_PzENd3ulFkDeGat,GoodOl_BC,2.857142857
R_PzENd3ulFkDeGat,Venom,1.714285714
R_uyyVbUilsCPdJdf,age,2
R_uyyVbUilsCPdJdf,gender,0
R_uyyVbUilsCPdJdf,whereareyoufrom,2
R_uyyVbUilsCPdJdf,timelisteningtomusic,3
R_uyyVbUilsCPdJdf,genderrep,5
R_uyyVbUilsCPdJdf,idealgenderrep,7
R_uyyVbUilsCPdJdf,menrep,5
R_uyyVbUilsCPdJdf,womenrep,5
R_uyyVbUilsCPdJdf,lyrics,6
R_uyyVbUilsCPdJdf,misogynistlyrics,6
R_uyyVbUilsCPdJdf,feministlyrics,7
R_uyyVbUilsCPdJdf,genderrepimportant,5
R_uyyVbUilsCPdJdf,politicallyrics,4
R_uyyVbUilsCPdJdf,FemNeu,0
R_uyyVbUilsCPdJdf,Q1,4.4
R_uyyVbUilsCPdJdf,Q2,4.6
R_uyyVbUilsCPdJdf,Q3,5
R_uyyVbUilsCPdJdf,Q4,5
R_uyyVbUilsCPdJdf,Q5,4.6
R_uyyVbUilsCPdJdf,Q6,2.8
R_uyyVbUilsCPdJdf,Q7,3
R_uyyVbUilsCPdJdf,TheLucky_one,4.428571429
R_uyyVbUilsCPdJdf,LastFriday_night,5.285714286
R_uyyVbUilsCPdJdf,Work_bitch,4.571428571
R_uyyVbUilsCPdJdf,Ghetto_gospel,4.142857143
R_uyyVbUilsCPdJdf,Schoolin_life,2.571428571
R_25FLZuxIuDgI6ek,age,3
R_25FLZuxIuDgI6ek,gender,0
R_25FLZuxIuDgI6ek,whereareyoufrom,1
R_25FLZuxIuDgI6ek,timelisteningtomusic,2
R_25FLZuxIuDgI6ek,genderrep,5
R_25FLZuxIuDgI6ek,idealgenderrep,6
R_25FLZuxIuDgI6ek,menrep,3
R_25FLZuxIuDgI6ek,womenrep,3
R_25FLZuxIuDgI6ek,lyrics,6
R_25FLZuxIuDgI6ek,misogynistlyrics,6
R_25FLZuxIuDgI6ek,feministlyrics,5
R_25FLZuxIuDgI6ek,genderrepimportant,5
R_25FLZuxIuDgI6ek,politicallyrics,2
R_25FLZuxIuDgI6ek,FemNeu,0
R_25FLZuxIuDgI6ek,Q1,5.2
R_25FLZuxIuDgI6ek,Q2,3.8
R_25FLZuxIuDgI6ek,Q3,3.8
R_25FLZuxIuDgI6ek,Q4,3.8
R_25FLZuxIuDgI6ek,Q5,3.8
R_25FLZuxIuDgI6ek,Q6,4
R_25FLZuxIuDgI6ek,Q7,3.4
R_25FLZuxIuDgI6ek,WideOpen_spaces,4.142857143
R_25FLZuxIuDgI6ek,ThePartys_over,4.285714286
R_25FLZuxIuDgI6ek,Detrim_stable,3.857142857
R_25FLZuxIuDgI6ek,Rainbow,4
R_25FLZuxIuDgI6ek,Introvert,3.571428571
R_Y6smtFJyLhksbCh,age,2
R_Y6smtFJyLhksbCh,gender,0
R_Y6smtFJyLhksbCh,whereareyoufrom,1
R_Y6smtFJyLhksbCh,timelisteningtomusic,3
R_Y6smtFJyLhksbCh,genderrep,1
R_Y6smtFJyLhksbCh,idealgenderrep,7
R_Y6smtFJyLhksbCh,menrep,1
R_Y6smtFJyLhksbCh,womenrep,5
R_Y6smtFJyLhksbCh,lyrics,7
R_Y6smtFJyLhksbCh,misogynistlyrics,7
R_Y6smtFJyLhksbCh,feministlyrics,4
R_Y6smtFJyLhksbCh,genderrepimportant,5
R_Y6smtFJyLhksbCh,politicallyrics,3
R_Y6smtFJyLhksbCh,FemNeu,1
R_Y6smtFJyLhksbCh,Q1,6.8
R_Y6smtFJyLhksbCh,Q2,5.2
R_Y6smtFJyLhksbCh,Q3,4.2
R_Y6smtFJyLhksbCh,Q4,4
R_Y6smtFJyLhksbCh,Q5,6.2
R_Y6smtFJyLhksbCh,Q6,7
R_Y6smtFJyLhksbCh,Q7,7
R_Y6smtFJyLhksbCh,The_man,5.428571429
R_Y6smtFJyLhksbCh,Roar,4.571428571
R_Y6smtFJyLhksbCh,NotReady_TMN,4
R_Y6smtFJyLhksbCh,KeepYa_HU,5.285714286
R_Y6smtFJyLhksbCh,Venom,5.285714286
R_T612ZI7bOzvhx3H,age,2
R_T612ZI7bOzvhx3H,gender,1
R_T612ZI7bOzvhx3H,whereareyoufrom,1
R_T612ZI7bOzvhx3H,timelisteningtomusic,4
R_T612ZI7bOzvhx3H,genderrep,4
R_T612ZI7bOzvhx3H,idealgenderrep,6
R_T612ZI7bOzvhx3H,menrep,2
R_T612ZI7bOzvhx3H,womenrep,2
R_T612ZI7bOzvhx3H,lyrics,6
R_T612ZI7bOzvhx3H,misogynistlyrics,7
R_T612ZI7bOzvhx3H,feministlyrics,5
R_T612ZI7bOzvhx3H,genderrepimportant,3
R_T612ZI7bOzvhx3H,politicallyrics,2
R_T612ZI7bOzvhx3H,FemNeu,0
R_T612ZI7bOzvhx3H,Q1,4.8
R_T612ZI7bOzvhx3H,Q2,4.8
R_T612ZI7bOzvhx3H,Q3,4.4
R_T612ZI7bOzvhx3H,Q4,3.8
R_T612ZI7bOzvhx3H,Q5,4.6
R_T612ZI7bOzvhx3H,Q6,2.4
R_T612ZI7bOzvhx3H,Q7,4
R_T612ZI7bOzvhx3H,LastFriday_night,4.285714286
R_T612ZI7bOzvhx3H,WideOpen_spaces,4.571428571
R_T612ZI7bOzvhx3H,Work_bitch,3.714285714
R_T612ZI7bOzvhx3H,ThePartys_over,3.714285714
R_T612ZI7bOzvhx3H,Detrim_stable,4.285714286
R_3lSb3av1XTovXoQ,age,3
R_3lSb3av1XTovXoQ,gender,0
R_3lSb3av1XTovXoQ,whereareyoufrom,1
R_3lSb3av1XTovXoQ,timelisteningtomusic,2
R_3lSb3av1XTovXoQ,genderrep,6
R_3lSb3av1XTovXoQ,idealgenderrep,6
R_3lSb3av1XTovXoQ,menrep,2
R_3lSb3av1XTovXoQ,womenrep,2
R_3lSb3av1XTovXoQ,lyrics,5
R_3lSb3av1XTovXoQ,misogynistlyrics,6
R_3lSb3av1XTovXoQ,feministlyrics,4
R_3lSb3av1XTovXoQ,genderrepimportant,2
R_3lSb3av1XTovXoQ,politicallyrics,2
R_3lSb3av1XTovXoQ,FemNeu,0
R_3lSb3av1XTovXoQ,Q1,6
R_3lSb3av1XTovXoQ,Q2,6
R_3lSb3av1XTovXoQ,Q3,4
R_3lSb3av1XTovXoQ,Q4,4.4
R_3lSb3av1XTovXoQ,Q5,4.2
R_3lSb3av1XTovXoQ,Q6,6
R_3lSb3av1XTovXoQ,Q7,3.6
R_3lSb3av1XTovXoQ,TheLucky_one,4.714285714
R_3lSb3av1XTovXoQ,WideOpen_spaces,4.714285714
R_3lSb3av1XTovXoQ,ThePartys_over,4.285714286
R_3lSb3av1XTovXoQ,Rainbow,4.142857143
R_3lSb3av1XTovXoQ,Schoolin_life,3.714285714
R_1BORCRYGZdQlfnJ,age,2
R_1BORCRYGZdQlfnJ,gender,0
R_1BORCRYGZdQlfnJ,whereareyoufrom,1
R_1BORCRYGZdQlfnJ,timelisteningtomusic,1
R_1BORCRYGZdQlfnJ,genderrep,3
R_1BORCRYGZdQlfnJ,idealgenderrep,7
R_1BORCRYGZdQlfnJ,menrep,1
R_1BORCRYGZdQlfnJ,womenrep,1
R_1BORCRYGZdQlfnJ,lyrics,6
R_1BORCRYGZdQlfnJ,misogynistlyrics,7
R_1BORCRYGZdQlfnJ,feministlyrics,2
R_1BORCRYGZdQlfnJ,genderrepimportant,6
R_1BORCRYGZdQlfnJ,politicallyrics,2
R_1BORCRYGZdQlfnJ,FemNeu,1
R_1BORCRYGZdQlfnJ,Q1,5
R_1BORCRYGZdQlfnJ,Q2,2.4
R_1BORCRYGZdQlfnJ,Q3,3.2
R_1BORCRYGZdQlfnJ,Q4,4.8
R_1BORCRYGZdQlfnJ,Q5,4.4
R_1BORCRYGZdQlfnJ,Q6,3.6
R_1BORCRYGZdQlfnJ,Q7,3.8
R_1BORCRYGZdQlfnJ,Strongeer,3
R_1BORCRYGZdQlfnJ,YouDont_om,4.285714286
R_1BORCRYGZdQlfnJ,Ladies_first,3.857142857
R_1BORCRYGZdQlfnJ,GoodOl_BC,3.857142857
R_1BORCRYGZdQlfnJ,Grown_woman,4.428571429
R_2Ea77vNQgvlPdr0,age,2
R_2Ea77vNQgvlPdr0,gender,0
R_2Ea77vNQgvlPdr0,whereareyoufrom,1
R_2Ea77vNQgvlPdr0,timelisteningtomusic,4
R_2Ea77vNQgvlPdr0,genderrep,1
R_2Ea77vNQgvlPdr0,idealgenderrep,7
R_2Ea77vNQgvlPdr0,menrep,1
R_2Ea77vNQgvlPdr0,womenrep,5
R_2Ea77vNQgvlPdr0,lyrics,7
R_2Ea77vNQgvlPdr0,misogynistlyrics,6
R_2Ea77vNQgvlPdr0,feministlyrics,4
R_2Ea77vNQgvlPdr0,genderrepimportant,6
R_2Ea77vNQgvlPdr0,politicallyrics,2
R_2Ea77vNQgvlPdr0,FemNeu,1
R_2Ea77vNQgvlPdr0,Q1,7
R_2Ea77vNQgvlPdr0,Q2,6
R_2Ea77vNQgvlPdr0,Q3,6.4
R_2Ea77vNQgvlPdr0,Q4,6.6
R_2Ea77vNQgvlPdr0,Q5,7
R_2Ea77vNQgvlPdr0,Q6,1.6
R_2Ea77vNQgvlPdr0,Q7,6.6
R_2Ea77vNQgvlPdr0,The_man,6.142857143
R_2Ea77vNQgvlPdr0,Strongeer,5.285714286
R_2Ea77vNQgvlPdr0,YouDont_om,6.142857143
R_2Ea77vNQgvlPdr0,GoodOl_BC,6.285714286
R_2Ea77vNQgvlPdr0,Grown_woman,5.571428571
R_2w5KS4nlWoVQnIm,age,2
R_2w5KS4nlWoVQnIm,gender,1
R_2w5KS4nlWoVQnIm,whereareyoufrom,4
R_2w5KS4nlWoVQnIm,timelisteningtomusic,2
R_2w5KS4nlWoVQnIm,genderrep,6
R_2w5KS4nlWoVQnIm,idealgenderrep,7
R_2w5KS4nlWoVQnIm,menrep,4
R_2w5KS4nlWoVQnIm,womenrep,4
R_2w5KS4nlWoVQnIm,lyrics,6
R_2w5KS4nlWoVQnIm,misogynistlyrics,3
R_2w5KS4nlWoVQnIm,feministlyrics,3
R_2w5KS4nlWoVQnIm,genderrepimportant,2
R_2w5KS4nlWoVQnIm,politicallyrics,1
R_2w5KS4nlWoVQnIm,FemNeu,1
R_2w5KS4nlWoVQnIm,Q1,6.2
R_2w5KS4nlWoVQnIm,Q2,2.6
R_2w5KS4nlWoVQnIm,Q3,5.4
R_2w5KS4nlWoVQnIm,Q4,1.2
R_2w5KS4nlWoVQnIm,Q5,6.8
R_2w5KS4nlWoVQnIm,Q6,1.4
R_2w5KS4nlWoVQnIm,Q7,5.4
R_2w5KS4nlWoVQnIm,Roar,4.285714286
R_2w5KS4nlWoVQnIm,Strongeer,4
R_2w5KS4nlWoVQnIm,GoodOl_BC,3.714285714
R_2w5KS4nlWoVQnIm,KeepYa_HU,4.285714286
R_2w5KS4nlWoVQnIm,Grown_woman,4.428571429
R_1IoqygfKA9ODXCy,age,2
R_1IoqygfKA9ODXCy,gender,1
R_1IoqygfKA9ODXCy,whereareyoufrom,2
R_1IoqygfKA9ODXCy,timelisteningtomusic,2
R_1IoqygfKA9ODXCy,genderrep,2
R_1IoqygfKA9ODXCy,idealgenderrep,3
R_1IoqygfKA9ODXCy,menrep,1
R_1IoqygfKA9ODXCy,womenrep,1
R_1IoqygfKA9ODXCy,lyrics,7
R_1IoqygfKA9ODXCy,misogynistlyrics,2
R_1IoqygfKA9ODXCy,feministlyrics,5
R_1IoqygfKA9ODXCy,genderrepimportant,1
R_1IoqygfKA9ODXCy,politicallyrics,6
R_1IoqygfKA9ODXCy,FemNeu,0
R_1IoqygfKA9ODXCy,Q1,5
R_1IoqygfKA9ODXCy,Q2,3.4
R_1IoqygfKA9ODXCy,Q3,3.2
R_1IoqygfKA9ODXCy,Q4,4.2
R_1IoqygfKA9ODXCy,Q5,5.4
R_1IoqygfKA9ODXCy,Q6,1.8
R_1IoqygfKA9ODXCy,Q7,2.2
R_1IoqygfKA9ODXCy,TheLucky_one,3.857142857
R_1IoqygfKA9ODXCy,WideOpen_spaces,3.142857143
R_1IoqygfKA9ODXCy,Work_bitch,2
R_1IoqygfKA9ODXCy,Detrim_stable,4.142857143
R_1IoqygfKA9ODXCy,Schoolin_life,4.857142857
R_2TC33WVJFSQMi5T,age,2
R_2TC33WVJFSQMi5T,gender,1
R_2TC33WVJFSQMi5T,whereareyoufrom,1
R_2TC33WVJFSQMi5T,timelisteningtomusic,1
R_2TC33WVJFSQMi5T,genderrep,5
R_2TC33WVJFSQMi5T,idealgenderrep,6
R_2TC33WVJFSQMi5T,menrep,2
R_2TC33WVJFSQMi5T,womenrep,2
R_2TC33WVJFSQMi5T,lyrics,6
R_2TC33WVJFSQMi5T,misogynistlyrics,6
R_2TC33WVJFSQMi5T,feministlyrics,4
R_2TC33WVJFSQMi5T,genderrepimportant,4
R_2TC33WVJFSQMi5T,politicallyrics,3
R_2TC33WVJFSQMi5T,FemNeu,0
R_2TC33WVJFSQMi5T,Q1,2.8
R_2TC33WVJFSQMi5T,Q2,4.8
R_2TC33WVJFSQMi5T,Q3,4.4
R_2TC33WVJFSQMi5T,Q4,3.6
R_2TC33WVJFSQMi5T,Q5,4.8
R_2TC33WVJFSQMi5T,Q6,2.4
R_2TC33WVJFSQMi5T,Q7,2.4
R_2TC33WVJFSQMi5T,LastFriday_night,2.857142857
R_2TC33WVJFSQMi5T,ThePartys_over,3.428571429
R_2TC33WVJFSQMi5T,Rainbow,3.714285714
R_2TC33WVJFSQMi5T,Ghetto_gospel,4.857142857
R_2TC33WVJFSQMi5T,Introvert,3.142857143
R_ehx9jls57GtDNBv,age,3
R_ehx9jls57GtDNBv,gender,1
R_ehx9jls57GtDNBv,whereareyoufrom,1
R_ehx9jls57GtDNBv,timelisteningtomusic,4
R_ehx9jls57GtDNBv,genderrep,2
R_ehx9jls57GtDNBv,idealgenderrep,7
R_ehx9jls57GtDNBv,menrep,2
R_ehx9jls57GtDNBv,womenrep,4
R_ehx9jls57GtDNBv,lyrics,5
R_ehx9jls57GtDNBv,misogynistlyrics,7
R_ehx9jls57GtDNBv,feministlyrics,6
R_ehx9jls57GtDNBv,genderrepimportant,6
R_ehx9jls57GtDNBv,politicallyrics,4
R_ehx9jls57GtDNBv,FemNeu,1
R_ehx9jls57GtDNBv,Q1,4.6
R_ehx9jls57GtDNBv,Q2,2.2
R_ehx9jls57GtDNBv,Q3,3.6
R_ehx9jls57GtDNBv,Q4,2.2
R_ehx9jls57GtDNBv,Q5,3.6
R_ehx9jls57GtDNBv,Q6,2.4
R_ehx9jls57GtDNBv,Q7,4.4
R_ehx9jls57GtDNBv,The_man,2.857142857
R_ehx9jls57GtDNBv,NotReady_TMN,2.857142857
R_ehx9jls57GtDNBv,YouDont_om,3.714285714
R_ehx9jls57GtDNBv,Ladies_first,3.857142857
R_ehx9jls57GtDNBv,Venom,3.142857143
R_RVpN2MVnsd3h0Rj,age,3
R_RVpN2MVnsd3h0Rj,gender,0
R_RVpN2MVnsd3h0Rj,whereareyoufrom,1
R_RVpN2MVnsd3h0Rj,timelisteningtomusic,1
R_RVpN2MVnsd3h0Rj,genderrep,1
R_RVpN2MVnsd3h0Rj,idealgenderrep,6
R_RVpN2MVnsd3h0Rj,menrep,1
R_RVpN2MVnsd3h0Rj,womenrep,5
R_RVpN2MVnsd3h0Rj,lyrics,6
R_RVpN2MVnsd3h0Rj,misogynistlyrics,7
R_RVpN2MVnsd3h0Rj,feministlyrics,2
R_RVpN2MVnsd3h0Rj,genderrepimportant,5
R_RVpN2MVnsd3h0Rj,politicallyrics,4
R_RVpN2MVnsd3h0Rj,FemNeu,0
R_RVpN2MVnsd3h0Rj,Q1,6.2
R_RVpN2MVnsd3h0Rj,Q2,5.2
R_RVpN2MVnsd3h0Rj,Q3,5.4
R_RVpN2MVnsd3h0Rj,Q4,5.6
R_RVpN2MVnsd3h0Rj,Q5,6
R_RVpN2MVnsd3h0Rj,Q6,1.6
R_RVpN2MVnsd3h0Rj,Q7,2.8
R_RVpN2MVnsd3h0Rj,LastFriday_night,4.714285714
R_RVpN2MVnsd3h0Rj,WideOpen_spaces,4.714285714
R_RVpN2MVnsd3h0Rj,Work_bitch,4.428571429
R_RVpN2MVnsd3h0Rj,ThePartys_over,5.142857143
R_RVpN2MVnsd3h0Rj,Ghetto_gospel,4.428571429
R_2AYXdSktoEjlzx4,age,2
R_2AYXdSktoEjlzx4,gender,0
R_2AYXdSktoEjlzx4,whereareyoufrom,1
R_2AYXdSktoEjlzx4,timelisteningtomusic,4
R_2AYXdSktoEjlzx4,genderrep,2
R_2AYXdSktoEjlzx4,idealgenderrep,3
R_2AYXdSktoEjlzx4,menrep,5
R_2AYXdSktoEjlzx4,womenrep,6
R_2AYXdSktoEjlzx4,lyrics,5
R_2AYXdSktoEjlzx4,misogynistlyrics,6
R_2AYXdSktoEjlzx4,feministlyrics,4
R_2AYXdSktoEjlzx4,genderrepimportant,3
R_2AYXdSktoEjlzx4,politicallyrics,5
R_2AYXdSktoEjlzx4,FemNeu,1
R_2AYXdSktoEjlzx4,Q1,6
R_2AYXdSktoEjlzx4,Q2,3.4
R_2AYXdSktoEjlzx4,Q3,4.8
R_2AYXdSktoEjlzx4,Q4,4.8
R_2AYXdSktoEjlzx4,Q5,6.2
R_2AYXdSktoEjlzx4,Q6,1.8
R_2AYXdSktoEjlzx4,Q7,5.8
R_2AYXdSktoEjlzx4,Roar,4.142857143
R_2AYXdSktoEjlzx4,NotReady_TMN,3.714285714
R_2AYXdSktoEjlzx4,Ladies_first,5.142857143
R_2AYXdSktoEjlzx4,KeepYa_HU,5.714285714
R_2AYXdSktoEjlzx4,Venom,4.714285714
R_xme1ds2TMMUf47D,age,2
R_xme1ds2TMMUf47D,gender,1
R_xme1ds2TMMUf47D,whereareyoufrom,1
R_xme1ds2TMMUf47D,timelisteningtomusic,3
R_xme1ds2TMMUf47D,genderrep,2
R_xme1ds2TMMUf47D,idealgenderrep,7
R_xme1ds2TMMUf47D,menrep,4
